article_id,detail_desc,hn_article_id,hn_detail_desc,category_name,positive_cat_value,hnegative_cat_value,enhanced_query
417687003,"Push-up bra in mesh-lined lace with underwired, moulded, padded cups for a larger bust and fuller cleavage, narrow adjustable shoulder straps that join at the back and a metal fastener at the front.",663735001.0,"Ankle boots in imitation leather with a double-layer shaft, lacing at the front and a welt seam around the soles. Felted fabric linings and insoles and rubber soles.",department_name,Expressive Lingerie,Young Boy Shoes,"Push-up bra in mesh-lined lace with underwired, moulded, padded cups for a larger bust and fuller cleavage, narrow adjustable shoulder straps that join at the back and a metal fastener at the front.. It has to be Expressive Lingerie and not Young Boy Shoes."
418662008,Double-layer hat in a soft rib knit.,761947002.0,T-shirt in striped cotton jersey with contrasting colour ribbing around the neckline.,department_name,Accessories,Jersey,Double-layer hat in a soft rib knit.. It has to be Accessories and not Jersey.
423900029,Jacquard-knit socks in various colours and designs.,,,department_name,Kids Girl S&T,AK Dresses & Outdoor,
423900048,Jacquard-knit socks in various colours and designs.,694924001.0,"5-pocket, slim-fit jeans in washed stretch denim with an adjustable, elasticated waist, zip fly and heart-shaped button, and straight hems.",department_name,Kids Girl S&T,Kids Girl Denim,Jacquard-knit socks in various colours and designs.. It has to be Kids Girl S&T and not Kids Girl Denim.
423900050,Jacquard-knit socks in various colours and designs.,701488002.0,"Knee-length dress in a patterned viscose crêpe weave with a small stand-up collar, covered buttons at the top and a yoke. Long sleeves with covered elastication at the cuffs, a drawstring with tassels at the waist, and a seam with a flounce at the hem. Unlined.",department_name,Kids Girl S&T,Dress,Jacquard-knit socks in various colours and designs.. It has to be Kids Girl S&T and not Dress.
426013024,"5-pocket ankle-length jeans in washed denim with worn details, a high waist, low crotch, button fly and straight legs.",695581001.0,"Sports bra in fast-drying functional fabric with moulded, lightly padded cups that shape the bust. Narrow, adjustable shoulder straps that cross at the back and a wide elastic hem. Light support. Partly lined in mesh.",department_name,Everyday Waredrobe Denim,Ladies Sport Bras,"5-pocket ankle-length jeans in washed denim with worn details, a high waist, low crotch, button fly and straight legs.. It has to be Everyday Waredrobe Denim and not Ladies Sport Bras."
427948004,"All-in-one pyjamas in soft, patterned thermal fleece with press-studs down the front that continue down one leg.",576958004.0,"Shorts in soft, stretch denim with hard-worn details, an adjustable elasticated waist and zip fly and press-stud. Fake front pockets, real back pockets and raw-edge, frayed hems.",department_name,Baby Nightwear,Kids Girl Denim,"All-in-one pyjamas in soft, patterned thermal fleece with press-studs down the front that continue down one leg.. It has to be Baby Nightwear and not Kids Girl Denim."
430694015,"Shaping. 5-pocket jeans in washed denim with technical stretch that holds and shapes the tummy, thighs and seat, while keeping the jeans in shape. The jeans have a regular waist and skinny legs.",532955001.0,"Large, thin metal hoop earrings. Diameter 7.5 cm.",department_name,Woven bottoms,Small Accessories,"Shaping. 5-pocket jeans in washed denim with technical stretch that holds and shapes the tummy, thighs and seat, while keeping the jeans in shape. The jeans have a regular waist and skinny legs.. It has to be Woven bottoms and not Small Accessories."
433444001,Fitted tops in soft jersey with short sleeves and gathers in the sides for best fit over the tummy. The cotton content of the tops is organic.,769929001.0,"Sunglasses with patterned plastic frames and UV-protective, tinted lenses.",department_name,Jersey,Girls Small Acc/Bags,Fitted tops in soft jersey with short sleeves and gathers in the sides for best fit over the tummy. The cotton content of the tops is organic.. It has to be Jersey and not Girls Small Acc/Bags.
433444006,Fitted tops in soft jersey with short sleeves and gathers in the sides for best fit over the tummy. The cotton content of the tops is organic.,485542010.0,Boys’ briefs in soft cotton jersey with an elasticated waist and lined front.,department_name,Jersey,Kids Boy UW/NW,Fitted tops in soft jersey with short sleeves and gathers in the sides for best fit over the tummy. The cotton content of the tops is organic.. It has to be Jersey and not Kids Boy UW/NW.
437783003,"Top in sweatshirt fabric made from an organic cotton blend with a funnel collar, kangaroo pocket, long raglan sleeves and ribbing at the cuffs and hem.",,,department_name,Young Boy Jersey Basic,Young Girl Knitwear,
438460001,"Thin metal chain necklace with a flat, round pendant. The necklace is plated with 22 carat gold. Adjustable length 39-45 cm.",849144001.0,"Shorts in woven fabric. High waist with elastication at the back, pleats at the front and a detachable tie belt. Zip fly with concealed hook-and-eye fasteners, and side pockets.",department_name,Jewellery Extended,Woven bottoms,"Thin metal chain necklace with a flat, round pendant. The necklace is plated with 22 carat gold. Adjustable length 39-45 cm.. It has to be Jewellery Extended and not Woven bottoms."
440811001,"Cardigan in sweatshirt fabric with a hood, side pockets and raw edges. No fasteners.",442345028.0,"Knee-length running shorts in fast-drying, breathable functional fabric with elastication and a concealed drawstring at the waist. Ventilating mesh at the crotch, and zipped side pockets. Jersey inner shorts.",department_name,Jersey Fancy DS,Men Sport Bottoms,"Cardigan in sweatshirt fabric with a hood, side pockets and raw edges. No fasteners.. It has to be Jersey Fancy DS and not Men Sport Bottoms."
442345028,"Knee-length running shorts in fast-drying, breathable functional fabric with elastication and a concealed drawstring at the waist. Ventilating mesh at the crotch, and zipped side pockets. Jersey inner shorts.",440811001.0,"Cardigan in sweatshirt fabric with a hood, side pockets and raw edges. No fasteners.",department_name,Men Sport Bottoms,Jersey Fancy DS,"Knee-length running shorts in fast-drying, breathable functional fabric with elastication and a concealed drawstring at the waist. Ventilating mesh at the crotch, and zipped side pockets. Jersey inner shorts.. It has to be Men Sport Bottoms and not Jersey Fancy DS."
442915014,"Joggers in lightweight sweatshirt fabric with a wide panel at the top, side pockets and fold-down cuffs at the hems.",832348001.0,"Elasticated plastic necklaces, one with faceted plastic beads.",department_name,Jersey,Girls Small Acc/Bags,"Joggers in lightweight sweatshirt fabric with a wide panel at the top, side pockets and fold-down cuffs at the hems.. It has to be Jersey and not Girls Small Acc/Bags."
443696005,"Long-sleeved top in sweatshirt fabric made from an organic cotton blend with a lined hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside.",,,department_name,Young Boy Jersey Basic,Tops woven DS,
443696060,"Long-sleeved top in sweatshirt fabric made from an organic cotton blend with a lined hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside.",,,department_name,Young Boy Jersey Basic,Tops Knitwear DS,
445400027,Pyjama T-shirt and shorts in soft cotton jersey. T-shirt with a print motif on the front and shorts with an elasticated waist.,653577001.0,"Long, fitted, double-breasted jacket in pattern-weave fabric with notch lapels. Welt front pockets with a flap, a fake welt pocket at the top, and decorative buttons at the cuffs. Lined.",department_name,Young Boy UW/NW,Suit jacket,Pyjama T-shirt and shorts in soft cotton jersey. T-shirt with a print motif on the front and shorts with an elasticated waist.. It has to be Young Boy UW/NW and not Suit jacket.
447264010,Fine-knit trainer socks with an embroidered motif and elasticated tops.,616221003.0,"Wide, high-waisted trousers in an airy rib knit with a visible zip at the top and straight, wide legs with a seam at the hem.",department_name,Kids Boy Socks,Jersey,Fine-knit trainer socks with an embroidered motif and elasticated tops.. It has to be Kids Boy Socks and not Jersey.
448509013,"5-pocket, ankle-length jeans in washed, sturdy cotton denim with a high waist, button fly and slim, straight legs with raw-edge hems.",837804003.0,"Fully lined, patterned swimsuit with a neon-coloured print motif on the front, and decorative bows on the shoulders.",department_name,Trousers,Kids Girl Swimwear,"5-pocket, ankle-length jeans in washed, sturdy cotton denim with a high waist, button fly and slim, straight legs with raw-edge hems.. It has to be Trousers and not Kids Girl Swimwear."
448509020,"5-pocket, ankle-length jeans in washed, sturdy cotton denim with a high waist, button fly and slim, straight legs with raw-edge hems.",640677004.0,"Wide, slightly boxy-style jumper in a soft rib knit with a slightly wider neckline, dropped shoulders and long sleeves.",department_name,Trousers,Tops Knitwear,"5-pocket, ankle-length jeans in washed, sturdy cotton denim with a high waist, button fly and slim, straight legs with raw-edge hems.. It has to be Trousers and not Tops Knitwear."
448509035,"5-pocket, ankle-length jeans in washed, sturdy cotton denim with a high waist, button fly and slim, straight legs with raw-edge hems.",565781001.0,"Padded jacket with front and back in soft faux fur. Detachable, lined faux fur hood, stand-up collar, zip at the front, side pockets and ribbing at the cuffs and hem. Lined.",department_name,Trousers,Young Girl Outdoor,"5-pocket, ankle-length jeans in washed, sturdy cotton denim with a high waist, button fly and slim, straight legs with raw-edge hems.. It has to be Trousers and not Young Girl Outdoor."
448515001,"5-pocket ankle-length jeans in washed stretch denim with hard-worn details, a regular waist, zip fly and button and skinny legs.",331474039.0,"Joggers in sweatshirt fabric with elasticated ribbing at the waist, pockets in the side seams and ribbed hems.",department_name,Trousers,Kids Boy Jersey Basic,"5-pocket ankle-length jeans in washed stretch denim with hard-worn details, a regular waist, zip fly and button and skinny legs.. It has to be Trousers and not Kids Boy Jersey Basic."
449570050,Sports top in fast-drying functional fabric with taped details and short raglan sleeves. Rounded and longer at the back.,288825029.0,Fine-knit tights with an elasticated waist.,department_name,Men Sport Woven,Young Girl S&T,Sports top in fast-drying functional fabric with taped details and short raglan sleeves. Rounded and longer at the back.. It has to be Men Sport Woven and not Young Girl S&T.
450604004,"Long-sleeved nightshirt in a soft cotton weave with buttons down the front, a chest pocket and a rounded hem.",625482006.0,"A-line dress in soft jersey with narrow, adjustable shoulder straps and elastication at the top. Unlined.",department_name,Nightwear,Dress,"Long-sleeved nightshirt in a soft cotton weave with buttons down the front, a chest pocket and a rounded hem.. It has to be Nightwear and not Dress."
451541006,"V-neck T-shirts in stretch, cotton-blend jersey. Slim fit.",,,department_name,Basics,Projects Woven Bottoms,
451720003,Rib-knit hat in a soft cotton blend with a roll-edge hem.,679709007.0,Fine-knit trainer socks in a soft cotton blend with elasticated tops.,department_name,Accessories,Kids Girl S&T,Rib-knit hat in a soft cotton blend with a roll-edge hem.. It has to be Accessories and not Kids Girl S&T.
